recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby
Marche, A;257;nan;<NA>;01/07/1884 - 31/07/1884;Palawan;Malbato. Ile Busuanga. Philippines;P01956193;Philippines;<NA>;indet.;0;0;0;0;;;1;7;1884;;;;0;0;0;120.1143268004296;12.0289032;0;0;257;P01956193;Marche, A.;<NA>
Cumming;970;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P01982716;Philippines;Artabotrys;sp.;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;970;P01982716;Cumming;<NA>
Ramos, M;;nan;<NA>;01/01/1915 - 31/01/1915;Rizal;Philippines. Province of Rizal. Luzon;P01983771;Philippines;Polyalthia;oblongifolia;0;0;0;0;<NA>;<NA>;1;1;1915;;;;0;0;0;121.25;14.65;0;0;nan;P01983771;Ramos, M.;<NA>
Ramos, M;;nan;<NA>;01/02/1916 - 31/03/1916;Samar;Philippines. Catubig River, Samar;P01983772;Philippines;Polyalthia;oblongifolia;0;0;0;0;<NA>;<NA>;1;2;1916;;;;0;0;0;125.047;12.363;0;0;nan;P01983772;Ramos, M.;<NA>
Paraiso, E;;nan;<NA>;01/03/1918 - 31/05/1918;Abra;Philippines. Bucay, Abra Province. Luzon;P01983773;Philippines;Polyalthia;oblongifolia;0;0;0;0;<NA>;<NA>;1;3;1918;;;;0;0;0;120.7187526;17.5384336;0;0;nan;P01983773;Paraiso, E.;<NA>
Sablaya, M;101;nan;<NA>;01/02/1916 - 31/03/1916;Northern Samar;Philippine Islands. Catubig River. Samar;P01983774;Philippines;Polyalthia;oblongifolia;0;0;0;0;;;1;2;1916;;;;0;0;0;125.03;12.467;0;0;101;P01983774;Sablaya, M.;<NA>
Ramos, M;;nan;<NA>;01/12/1913 - 31/12/1913;Bicol Region (Region V);Philippines. Prov. of Camarines. Luzon;P01983775;Philippines;Polyalthia;oblongifolia;0;0;0;0;<NA>;<NA>;1;12;1913;;;;0;0;0;122.793;14.013;0;0;nan;P01983775;Ramos, M.;<NA>
Mabesa, C;;Kessler, P;01/05/2004 - 31/05/2004;01/06/1915 - 31/12/1915;Laguna;Philippines. Province de Laguna, Luzon;P01983783;Philippines;Polyalthia;rumphii;0;0;0;0;<NA>;<NA>;1;6;1915;1;5;2004;0;0;0;;;0;0;nan;P01983783;Mabesa, C.;Kessler, P.
Ramos, M;;Merrill, ED;<NA>;01/09/1926 - 31/10/1926;Quezon;Philippines. Alabat island;P01983795;Philippines;Polyalthia;rumphii;0;0;0;0;<NA>;<NA>;1;9;1926;;;;0;0;0;122.05;14.116667;0;0;nan;P01983795;Ramos, M.;Merrill, E.D.
Cumming;1198;Kessler, P;01/05/2004 - 31/05/2004;<NA>;National Capital Region (NCR);Manille;P00432398;Philippines;Miliusa;vidalii;0;0;0;0;;;;;;1;5;2004;0;0;0;120.9809674;14.5907332;0;0;1198;P00432398;Cumming;Kessler, P.
Ramos, M;13617;Kessler, P;25/10/1989 - 25/10/1989;01/08/1911 - 31/08/1911;Rizal;Philippines. Province of Rizal. Luzon;P01982953;Philippines;Polyalthia;sp.;0;0;0;0;;;1;8;1911;25;10;1989;0;0;0;121.25;14.65;0;0;13617;P01982953;Ramos, M.;Kessler, P.
Curran, HM;10132;Kessler, P;01/11/2003 - 30/11/2003;01/03/1908 - 31/03/1908;Laguna;Philippines. Paete - Piapi. Laguna - Sayabas Prov;P01982960;Philippines;Polyalthia;sp.;0;0;0;0;;;1;3;1908;1;11;2003;0;0;0;121.4815784;14.3641222;0;0;10132;P01982960;Curran, H.M.;Kessler, P.
Curran, HM;10572;Kessler, P;<NA>;01/06/1908 - 30/06/1908;Albay;Philippines. Albay Prov., Luzon.;P01982962;Philippines;Polyalthia;sp.;0;0;0;0;;;1;6;1908;;;;0;0;0;123.55;13.216667;0;0;10572;P01982962;Curran, H.M.;Kessler, P.
Curran, HM;10572;Kessler, P;01/11/2003 - 30/11/2003;01/06/1908 - 30/06/1908;Albay;Philippines. Albay Prov., Luzon.;P01982963;Philippines;Polyalthia;sp.;0;0;0;0;;;1;6;1908;1;11;2003;0;0;0;123.55;13.216667;0;0;10572;P01982963;Curran, H.M.;Kessler, P.
Sablaya, M;32;nan;<NA>;01/02/1916 - 31/03/1916;Northern Samar;Philippine islands. Catubig River. Samar;P01983809;Philippines;Polyalthia;similis;0;0;0;0;;;1;2;1916;;;;0;0;0;125.024;12.539;0;0;32;P01983809;Sablaya, M.;<NA>
Merrill, ED;3096;nan;<NA>;01/10/1903 - 31/10/1903;Bataan;Philippines. Lamao River Mt. Mariveles. Province of Bataan. Luzon;P01983816;Philippines;Polyalthia;suberosa;0;0;0;0;;;1;10;1903;;;;0;0;0;120.521;14.517;0;0;3096;P01983816;Merrill, E.D.;<NA>
Merrill, ED;2016;nan;<NA>;01/04/1914 - 30/04/1914;National Capital Region (NCR);Philippine plants. Manila. Luzon;P01983817;Philippines;Polyalthia;suberosa;0;0;0;0;;;1;4;1914;;;;0;0;0;120.9809674;14.5907332;0;0;2016;P01983817;Merrill, E.D.;<NA>
Adduru, M;38;nan;<NA>;01/05/1917 - 18/06/1917;Cagayan;Philippines. Alcala, Vicinity of Peñablanca. Cagayan Province. Luzon;P01983819;Philippines;Polyalthia;suberosa;0;0;0;0;;;1;5;1917;;;;0;0;0;121.656;17.903;0;0;38;P01983819;Adduru, M.;<NA>
Cumming;1051;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P01983820;Philippines;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1051;P01983820;Cumming;<NA>
Cuming;1031;nan;<NA>;<NA>;;Philippines;P01983821;Philippines;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;;;0;0;1031;P01983821;Cuming;<NA>
Loher, A;44;nan;<NA>;22/06/1890 - 22/06/1890;National Capital Region (NCR);Herbarium Philippinense. Diliman (Manila) Luzon central;P01983822;Philippines;Polyalthia;suberosa;0;0;0;0;;;22;6;1890;;;;0;0;0;121.05965;14.6495832;0;0;44;P01983822;Loher, A.;<NA>
Barthe;;nan;<NA>;01/01/1857 - 31/12/1857;National Capital Region (NCR);Manille;P01983823;Philippines;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;1;1;1857;;;;0;0;0;120.9809674;14.5907332;0;0;nan;P01983823;Barthe;<NA>
Elmer, ADE;16709;nan;<NA>;01/06/1916 - 30/06/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;P00751033;Philippines;Fissistigma;latifolium;0;0;0;0;;;1;6;1916;;;;0;0;0;124.055;12.766;0;0;16709;P00751033;Elmer, A.D.E.;<NA>
Cumming;1548;Hou, XL;30/03/2011 - 30/03/2011;<NA>;National Capital Region (NCR);Manille;P00751034;Philippines;Fissistigma;latifolium;0;0;0;0;;;;;;30;3;2011;0;0;0;120.9809674;14.5907332;0;0;1548;P00751034;Cumming;Hou, X.L.
Cumming;2339;Hou, XL;30/03/2011 - 30/03/2011;<NA>;National Capital Region (NCR);Manille.;P00751038;Philippines;Fissistigma;manubriatum;0;0;0;0;;;;;;30;3;2011;0;0;0;120.9809674;14.5907332;0;0;2339;P00751038;Cumming;Hou, X.L.
Ramos, M;;nan;<NA>;01/08/1918 - 31/08/1918;Ilocos Norte;Philippines. Mt. Nagapatan. Ilocos Norte Province. Luzon;P01982985;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;8;1918;;;;0;0;0;120.765;18.255;0;0;nan;P01982985;Ramos, M.;<NA>
Elmer, ADE;13654;nan;<NA>;01/08/1912 - 31/08/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), province of Agusan. Island of Mindanao.;P01983840;Philippines;Polyalthia;jenkinsii;0;0;0;0;;;1;8;1912;;;;0;0;0;125.5322203;9.1232986;0;0;13654;P01983840;Elmer, A.D.E.;<NA>
Mabesa, C;;nan;<NA>;01/03/1916 - 30/04/1916;Laguna;Philippines. Province of Laguna. Luzon;P01983878;Philippines;Polyalthia;cumingiana;0;0;0;0;<NA>;<NA>;1;3;1916;;;;0;0;0;121.33;14.17;0;0;nan;P01983878;Mabesa, C.;<NA>
Malana;27038;nan;<NA>;01/12/1917 - 31/12/1917;Lanao del Norte;Philippines. Kolambugan. Lanao District. Mindanao;P01983879;Philippines;Polyalthia;elongata;0;0;0;0;;;1;12;1917;;;;0;0;0;123.8965933;8.111282;0;0;27038;P01983879;Malana;<NA>
Ramos, M;44010;nan;<NA>;01/07/1924 - 31/08/1924;Tawi-Tawi;Philippines. Tawitawi. Sulu Province;P01983881;Philippines;Polyalthia;dolichophylla;0;0;0;0;;;1;7;1924;;;;0;0;0;120.034;5.198;0;0;44010;P01983881;Ramos, M.;<NA>
Martelino, A;;nan;<NA>;01/05/1919 - 30/06/1919;Capiz;Philippines. Libacao. Capiz province. Panay;P01983883;Philippines;Polyalthia;dolichophylla;0;0;0;0;<NA>;<NA>;1;5;1919;;;;0;0;0;122.286;11.41;0;0;nan;P01983883;Martelino, A.;<NA>
Whitford, HN;1068;nan;<NA>;01/01/1905 - 31/01/1905;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;P01983889;Philippines;Polyalthia;flava;0;0;0;0;;;1;1;1905;;;;0;0;0;120.521;14.517;0;0;1068;P01983889;Whitford, H.N.;<NA>
Merrill, ED;10497;Merrill, ED;<NA>;21/12/1916 - 30/12/1916;Quezon;Philippines. Alabat Island;P01983926;Philippines;Polyalthia;lucida;0;0;0;0;;;21;12;1916;;;;0;0;0;122.05;14.117;0;0;10497;P01983926;Merrill, E.D.;Merrill, E.D.
Ramos, M;43205;nan;<NA>;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01983929;Philippines;Polyalthia;lucida;0;0;0;0;;;1;8;1923;;;;0;0;0;124.1615579;9.833333;0;0;43205;P01983929;Ramos, M.;<NA>
Ramos, M;46367;nan;<NA>;01/11/1925 - 31/12/1925;Oriental Mindoro;Philippines. Puerto Galera. Mindoro;P01983930;Philippines;Polyalthia;mindorensis;0;0;0;0;;;1;11;1925;;;;0;0;0;120.9541838;13.5018252;0;0;46367;P01983930;Ramos, M.;<NA>
Ramos, M;;nan;<NA>;01/06/1922 - 30/06/1922;Oriental Mindoro;Philippines. Pinamalayan, Mindoro;P01983931;Philippines;Polyalthia;mindorensis;0;0;0;0;<NA>;<NA>;1;6;1922;;;;0;0;0;121.4801563;13.0386691;0;0;nan;P01983931;Ramos, M.;<NA>
Curran, HM;10884;nan;<NA>;01/12/1908 - 31/12/1908;Nueva Vizcaya;Philippines. Nueva Vizcaya Prov., Luzon.;P01983936;Philippines;Polyalthia;clusiflora;0;0;0;0;;;1;12;1908;;;;0;0;0;121.13;16.35;0;0;10884;P01983936;Curran, H.M.;<NA>
Alambra, F;27414;Kessler, P;01/11/2003 - 30/11/2003;01/12/1918 - 31/12/1918;Camarines Norte;Philippines. Paracale. Camarines Province. Luzon;P01984327;Philippines;Cyathocalyx;philippinensis;0;0;0;0;;;1;12;1918;1;11;2003;0;0;0;122.7873227;14.2795995;0;0;27414;P01984327;Alambra, F.;Kessler, P.
Ramos, M;;Hou, XL;30/03/2011 - 30/03/2011;01/08/1910 - 31/08/1910;Laguna;Philippines. Province of Laguna. Luzon;P00751039;Philippines;Fissistigma;rufum;0;0;0;0;<NA>;<NA>;1;8;1910;30;3;2011;0;0;0;121.334;14.17;0;0;nan;P00751039;Ramos, M.;Hou, X.L.
Merrill;838;Kessler;<NA>;01/03/1915 - 31/03/1915;Laguna;Mount Maquiling, Laguna Province, Luzon;P00751045;Philippines;Platymitra;arborea;0;0;0;0;;;1;3;1915;;;;0;0;0;121.199;14.134;0;0;838;P00751045;Merrill;Kessler
Elmer, ADE;12644;Elmer, ADE;<NA>;01/02/1911 - 28/02/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), province of Palawan, island of Palawan;P00751060;Philippines;Polyalthia;klemmei;0;0;0;0;;;1;2;1911;;;;0;0;0;118.604;9.792;0;0;12644;P00751060;Elmer, A.D.E.;Elmer, A.D.E.
Elmer, ADE;12644;nan;<NA>;<NA>;;Mindanao, etc.;P00751061;Philippines;Enicosanthum;klemmei;0;0;0;0;;;;;;;;;0;0;0;;;0;0;12644;P00751061;Elmer, A.D.E.;<NA>
Borden, TE;;nan;<NA>;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River. Prov. of Bataan, Luzon.;P00751131;Philippines;Cyathocalyx;globosus;0;0;0;0;<NA>;<NA>;1;4;1904;;;;0;0;0;120.578;14.502;0;0;nan;P00751131;Borden, T.E.;<NA>
Borden, TE;646;nan;<NA>;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River. Prov. of Bataan, Luzon;P00751132;Philippines;Cyathocalyx;globosus;0;0;0;0;;;1;4;1904;;;;0;0;0;120.575;14.511;0;0;646;P00751132;Borden, T.E.;<NA>
Borden, TE;;nan;<NA>;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River. Prov. of Bataan, Luzon;P00751134;Philippines;Cyathocalyx;globosus;0;0;0;0;<NA>;<NA>;1;4;1904;;;;0;0;0;120.578;14.502;0;0;nan;P00751134;Borden, T.E.;<NA>
Ramos, M;36671;Kessler, P;01/11/2003 - 30/11/2003;01/10/1919 - 31/10/1919;Maguindanao;Philippines. Mt. Tubuan. Zamboanga District. Mindanao;P01956349;Philippines;Alphonsea;javanica;0;0;0;0;;;1;10;1919;1;11;2003;0;0;0;124.014;7.001;0;0;36671;P01956349;Ramos, M.;Kessler, P.
Merrill, ED;2767;Kessler, P;01/05/2004 - 31/05/2004;01/06/1903 - 30/06/1903;Masbate;Philippines. Island of Masbate;P01956357;Philippines;Alphonsea;sp.;0;0;0;0;;;1;6;1903;1;5;2004;0;0;0;123.5;12.25;0;0;2767;P01956357;Merrill, E.D.;Kessler, P.
Ramos, M;17649;Kessler;01/11/2003 - 30/11/2003;01/03/1914 - 30/04/1914;Samar;Philippines. Samar;P01956358;Philippines;Alphonsea;sp.;0;0;0;0;;;1;3;1914;1;11;2003;0;0;0;125.0;11.833;0;0;17649;P01956358;Ramos, M.;Kessler
